id,area_used,area,bedroom,wc,juridical,latitude,longitude,seniority,witdh,length,no_hospital_1km,no_school_1km,no_cafe_1km,no_restaurant_1km,no_atm_1km,no_bank_1km,no_supermarket_1km,no_marketplace_1km,no_pharmacy_1km,no_fuel_1km,address_district,address_ward,address_street,price(billionVND)
22539926,225.0,45.0,3.0,5.0,Sổ hồng,10.839188575,106.66107940999996,850.0,5.0,9.0,1.0,12.0,12.0,2.0,3.0,3.0,0.0,1.0,17.0,5.0, Quận Gò Vấp, Phường 11, Thống Nhất,6.5
22524911,126.0,33.0,5.0,6.0,Sổ hồng,10.80700922,106.69161224000004,850.0,3.2,9.5,5.0,13.0,15.0,9.0,11.0,12.0,0.0,4.0,4.0,11.0, Quận Bình Thạnh, Phường 7, Lê Quang Định,5.1
22521691,109.0,63.0,4.0,4.0,Sổ hồng,10.81207228,106.68751907499995,850.0,4.05,12.0,2.0,17.0,9.0,7.0,8.0,3.0,0.0,2.0,1.0,8.0, Quận Bình Thạnh, Phường 5, Lê Quang Định,6.95
22538386,78.0,39.0,2.0,2.0,Sổ hồng,10.805521965,106.70514678999996,850.0,2.8,13.0,1.0,7.0,10.0,4.0,11.0,4.0,0.0,1.0,1.0,7.0, Quận Bình Thạnh, Phường 24, Bùi Đình Túy,4.78
22448804,300.0,60.0,3.0,4.0,Sổ hồng,10.845728395,106.64403915499996,850.0,4.0,15.0,0.0,12.0,6.0,2.0,3.0,0.0,0.0,2.0,8.0,1.0, Quận Gò Vấp, Phường 14, Đường 44,7.2
22534903,100.0,74.0,8.0,5.0,Sổ hồng,10.769290925,106.648452755,15.0,3.75,12.0,1.0,30.0,2.0,7.0,8.0,30.0,0.0,6.0,12.0,9.0, Quận 11, Phường 14, Bình Thới,22.5
22525147,73.0,73.0,6.0,6.0,Sổ hồng,10.79815483,106.69778823499996,18.0,4.0,18.0,5.0,14.0,33.0,41.0,12.0,17.0,0.0,2.0,7.0,8.0, Quận Bình Thạnh, Phường 1, Nơ Trang Long,9.0
22495812,54.0,30.0,2.0,2.0,Sổ hồng,10.765358925,106.66602325500004,2520.0,3.0,9.0,15.0,36.0,45.0,53.0,9.0,32.0,0.0,6.0,16.0,9.0, Quận 10, Phường 8,277/20 Nguyễn Tiểu La,3.7
22436663,79.0,79.0,4.0,3.0,Sổ hồng,10.793345925,106.822265625,2190.0,4.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, Quận 9 (TP. Thủ Đức), Phường Long Trường, Đường số 6,6.1
22392940,60.0,60.0,2.0,2.0,Sổ hồng,10.798748015,106.7009086600001,166.0,5.0,18.0,5.0,12.0,21.0,29.0,10.0,15.0,0.0,2.0,6.0,5.0, Quận Bình Thạnh, Phường 2, Phan Xích Long,3.1
22486604,64.0,64.0,4.0,5.0,Sổ hồng,10.827872275,106.70423507500004,485.0,4.0,16.0,0.0,3.0,9.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0, Quận Bình Thạnh, Phường 13, Nơ Trang Long,9.8
22380742,52.0,52.0,4.0,5.0,Sổ hồng,10.878483295,106.67149734500003,2155.0,4.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0, Quận 12, Phường Thạnh Xuân, Quốc Lộ 1A,5.25
22084085,3.0,3.0,70.0,70.0,Sổ hồng,10.7811203,106.70469284499995,2400.0,8.7,29.0,2.0,9.0,163.0,217.0,38.0,44.0,0.0,1.0,4.0,4.0, Quận 1, Phường Bến Nghé, Thái Văn Lung,370.0
22476284,60.0,60.0,4.0,4.0,Sổ hồng,10.80695629,106.60586548000003,2125.0,4.0,15.0,0.0,4.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,3.0, Quận Bình Tân, Phường Bình Hưng Hòa, Đường 26 Tháng 3,5.3
22509242,37.0,37.0,4.0,3.0,Sổ hồng,10.80700922,106.69161224000004,134.0,5.2,7.0,5.0,13.0,15.0,9.0,11.0,12.0,0.0,4.0,4.0,11.0, Quận Bình Thạnh, Phường 7, Phan Đăng Lưu,8.5
22512228,74.0,74.0,3.0,3.0,Sổ hồng,10.81776905,106.77964401500004,2190.0,4.9,15.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0, Quận 9 (TP. Thủ Đức), Phường Phước Long B, Đường 359,6.0
22396752,80.0,80.0,4.0,4.0,Sổ hồng,10.818707945,106.67919922,166.0,4.0,16.0,1.0,10.0,10.0,2.0,8.0,5.0,0.0,1.0,3.0,4.0, Quận Gò Vấp, Phường 3, Phạm Văn Chiêu,3.15
22485858,68.0,4.0,4.0,5.0,Sổ hồng,10.839188575,106.66107940999996,485.0,4.0,17.0,1.0,12.0,12.0,2.0,3.0,3.0,0.0,1.0,17.0,5.0, Quận Gò Vấp, Phường 11, Nguyễn Văn Khối,7.6
22456611,68.0,68.0,4.0,6.0,Sổ hồng,10.845728395,106.64403915499996,2155.0,4.0,17.0,0.0,12.0,6.0,2.0,3.0,0.0,0.0,2.0,8.0,1.0, Quận Gò Vấp, Phường 14, Phạm Văn Chiêu,11.9
22120776,7.0,7.0,1.0,1.0,Sổ hồng,10.79138,106.68898289999991,2400.0,37.5,56.0,5.0,20.0,73.0,92.0,27.0,38.0,0.0,4.0,8.0,4.0, Quận 1, Phường Tân Định, Võ Thị Sáu,1350.0
22508443,68.0,68.0,3.0,3.0,Sổ hồng,10.80695629,106.60586548000003,2125.0,4.0,17.0,0.0,4.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,3.0, Quận Bình Tân, Phường Bình Hưng Hòa, Đường 26 Tháng 3,5.5
22509239,37.0,37.0,4.0,3.0,Sổ hồng,10.80700922,106.69161224000004,134.0,5.2,7.0,5.0,13.0,15.0,9.0,11.0,12.0,0.0,4.0,4.0,11.0, Quận Bình Thạnh, Phường 7, Lê Quang Định,8.5
22521671,72.0,72.0,3.0,2.0,Sổ hồng,10.81776905,106.77964401500004,2190.0,4.6,17.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0, Quận 9 (TP. Thủ Đức), Phường Phước Long B, Đường 22,5.7
22396773,60.0,60.0,2.0,2.0,Sổ hồng,10.84701443,106.65066146999992,166.0,4.0,15.0,0.0,10.0,16.0,6.0,3.0,2.0,0.0,1.0,13.0,3.0, Quận Gò Vấp, Phường 9, Đường số 3,1.95
22485856,40.0,40.0,5.0,4.0,Sổ hồng,10.801807405,106.68176651,485.0,4.0,10.0,2.0,16.0,37.0,35.0,30.0,30.0,0.0,4.0,2.0,6.0, Quận Phú Nhuận, Phường 3, Phan Đăng Lưu,8.6
22158483,200.0,200.0,2.0,2.0,Sổ hồng,10.7716012,106.68577576000008,2400.0,10.0,23.0,8.0,16.0,111.0,190.0,44.0,44.0,0.0,7.0,7.0,5.0, Quận 3, Phường 5, Nguyễn Thị Minh Khai,90.0
22513653,73.0,73.0,2.0,1.0,Sổ hồng,10.779310225,106.62740707500006,2125.0,4.05,18.0,0.0,10.0,2.0,3.0,5.0,14.0,0.0,5.0,6.0,12.0, Quận Tân Phú, Phường Phú Thạnh, Thoại Ngọc Hầu,6.7
22515999,75.0,75.0,5.0,5.0,Sổ hồng,10.80700922,106.69161224000004,134.0,5.0,15.0,5.0,13.0,15.0,9.0,11.0,12.0,0.0,4.0,4.0,11.0, Quận Bình Thạnh, Phường 7, Phan Đăng Lưu,15.0
22527495,141.0,141.0,1.0,1.0,Sổ hồng,10.80635738,106.82874298000002,2190.0,4.62,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0, Quận 9 (TP. Thủ Đức), Phường Trường Thạnh, Lò Lu,8.6
22539420,710.0,710.0,6.0,6.0,Sổ hồng,10.83071136,106.61560821500008,1335.0,22.0,32.0,2.0,9.0,1.0,0.0,3.0,5.0,0.0,1.0,0.0,3.0, Quận 12, Phường Tân Thới Nhất, Phan Văn Hớn,69.8
22520231,308.0,44.0,5.0,6.0,Sổ hồng,10.827872275,106.70423507500004,485.0,4.0,11.0,0.0,3.0,9.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0, Quận Bình Thạnh, Phường 13, Phạm Văn Đồng,9.5
22171057,280.0,280.0,2.0,2.0,Sổ hồng,10.80611706,106.71934127999998,2400.0,14.0,20.0,0.0,6.0,12.0,12.0,8.0,9.0,0.0,1.0,0.0,3.0, Quận Bình Thạnh, Phường 25, Đường D2,38.0
22540165,112.0,112.0,15.0,16.0,Sổ hồng,10.81409454,106.62177276500006,2125.0,8.0,14.0,0.0,11.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0, Quận Tân Phú, Phường Tây Thạnh, Nguyễn Hữu Tiến,13.5
22516008,97.0,97.0,21.0,21.0,Sổ hồng,10.744262215,106.69773483000006,134.0,7.0,17.4,1.0,9.0,5.0,13.0,6.0,2.0,0.0,2.0,4.0,4.0, Quận 7, Phường Tân Hưng, Trần Xuân Soạn,12.5
21546888,95.0,95.0,4.0,4.0,Sổ hồng,10.84850788,106.82007598999996,2190.0,4.0,26.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0, Quận 9 (TP. Thủ Đức), Phường Long Thạnh Mỹ, Hoàng Hữu Nam,12.0
22539037,140.0,80.0,3.0,3.0,Sổ hồng,10.86401987,106.62622452000004,1335.0,5.3,15.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0, Quận 12, Phường Tân Chánh Hiệp, Tân Chánh Hiệp 03,5.3
22520213,190.0,95.0,3.0,4.0,Sổ hồng,10.792665955,106.71986007500004,485.0,4.5,21.0,0.0,8.0,22.0,24.0,4.0,2.0,0.0,1.0,0.0,1.0, Quận Bình Thạnh, Phường 22, Ngô Tất Tố,8.99
22474107,489.0,489.0,4.0,4.0,Sổ hồng,10.780748365,106.691661835,2400.0,16.0,28.0,8.0,27.0,123.0,179.0,54.0,45.0,0.0,1.0,3.0,7.0, Quận 3, Phường 6 (Phường Võ Thị Sáu), Nguyễn Thông,230.0
22538326,129.0,100.0,3.0,2.0,Sổ hồng,10.87990284,106.637233735,1335.0,4.0,25.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0, Quận 12, Phường Hiệp Thành, Trần Thị Hè,5.85
22400173,60.0,60.0,2.0,2.0,Sổ hồng,10.81578016,106.69408034999992,166.0,4.0,15.0,0.0,10.0,8.0,15.0,7.0,7.0,0.0,1.0,4.0,8.0, Quận Bình Thạnh, Phường 11, Lê Quang Định,1.55
22489156,5.0,5.0,4.0,4.0,Sổ hồng,10.7658855,106.6908105,2400.0,7.0,15.5,5.0,19.0,145.0,264.0,44.0,47.0,0.0,6.0,15.0,4.0, Quận 1, Phường Phạm Ngũ Lão, Bùi Viện,99.5
22396032,60.0,60.0,3.0,3.0,Sổ hồng,10.845728395,106.64403915499996,166.0,4.0,15.0,0.0,12.0,6.0,2.0,3.0,0.0,0.0,2.0,8.0,1.0, Quận Gò Vấp, Phường 14, Phạm Văn Chiêu,2.55
21555298,280.0,280.0,5.0,5.0,Sổ hồng,10.7385437,106.7293611,2035.0,17.0,16.0,2.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,6.0, Quận 7, Phường Tân Phú, Nguyễn Lương Bằng,75.0
22400353,65.0,65.0,3.0,4.0,Sổ hồng,10.77030325,106.6794281,166.0,5.0,13.0,7.0,23.0,46.0,74.0,13.0,32.0,0.0,11.0,6.0,5.0, Quận 3, Phường 3, Bàn Cờ,2.3
22491906,6.0,6.0,2.0,2.0,Sổ hồng,10.7640301,106.68660999999996,2400.0,4.3,12.0,7.0,19.0,104.0,187.0,32.0,41.0,0.0,12.0,10.0,8.0, Quận 1, Phường Nguyễn Cư Trinh, Nguyễn Trãi,30.0
22396081,52.0,52.0,3.0,4.0,Sổ hồng,10.83626938,106.64056396499996,166.0,5.0,10.4,0.0,8.0,4.0,3.0,4.0,0.0,0.0,2.0,2.0,4.0, Quận Gò Vấp, Phường 12, Nguyễn Tư Giản,2.38
22523222,247.0,123.0,5.0,5.0,Sổ hồng,10.87990284,106.637233735,1335.0,5.0,24.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0, Quận 12, Phường Hiệp Thành, Hiệp Thành 6,7.9
22520905,48.0,48.0,3.0,1.0,Sổ đỏ,10.862014769999998,106.640930175,23.0,4.0,12.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, Quận 12, Phường Tân Thới Hiệp, Tân Thới Hiệp 21,2.8
22400994,64.0,64.0,2.0,2.0,Sổ hồng,10.785257815,106.60736083999996,166.0,4.0,16.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0, Quận Bình Tân, Phường Bình Hưng Hòa A, Gò Xoài,1.8
22528669,80.0,80.0,4.0,6.0,Sổ hồng,10.877561565,106.68635178,2155.0,4.2,20.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0, Quận 12, Phường Thạnh Lộc, Thạnh Lộc 49,6.95
22500412,6.0,6.0,3.0,3.0,Sổ hồng,10.780748365,106.691661835,2400.0,4.2,28.0,8.0,27.0,123.0,179.0,54.0,45.0,0.0,1.0,3.0,7.0, Quận 3, Phường 6 (Phường Võ Thị Sáu), Nguyễn Thị Minh Khai,32.8
22438414,111.0,111.0,12.0,13.0,Sổ hồng,10.7318388,106.70282500000008,2370.0,6.0,18.5,1.0,7.0,14.0,43.0,13.0,7.0,0.0,0.0,2.0,1.0, Quận 7, Phường Tân Phong, Bùi Bằng Đoàn,34.0
22396164,60.0,60.0,4.0,5.0,Sổ hồng,10.84701443,106.65066146999992,166.0,4.0,14.0,0.0,10.0,16.0,6.0,3.0,2.0,0.0,1.0,13.0,3.0, Quận Gò Vấp, Phường 9, Lê Văn Thọ,2.15
22521490,98.0,98.0,2.0,1.0,Sổ đỏ,10.86401987,106.62622452000004,1335.0,4.5,22.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0, Quận 12, Phường Tân Chánh Hiệp, Dương Thị Mười,5.4
22521724,40.0,36.0,2.0,1.0,Sổ đỏ,10.87990284,106.637233735,23.0,3.0,12.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0, Quận 12, Phường Hiệp Thành, Hiệp Thành 17,2.35
22401575,100.0,100.0,3.0,2.0,Sổ hồng,10.745008945,106.682090755,166.0,5.0,20.0,4.0,15.0,2.0,6.0,4.0,0.0,0.0,1.0,5.0,5.0, Quận 8, Phường 3, Âu Dương Lân,3.2
22318442,80.0,80.0,15.0,16.0,Sổ hồng,10.842568875,106.68290709999997,2155.0,4.0,20.0,1.0,2.0,2.0,2.0,8.0,3.0,0.0,1.0,13.0,5.0, Quận Gò Vấp, Phường 6, Nguyễn Văn Dung,10.5
22500419,100.0,100.0,6.0,6.0,Sổ hồng,10.780748365,106.691661835,2400.0,5.0,20.0,8.0,27.0,123.0,179.0,54.0,45.0,0.0,1.0,3.0,7.0, Quận 3, Phường 6 (Phường Võ Thị Sáu), Trần Quốc Thảo,30.0
22399118,48.0,75.0,2.0,2.0,Sổ hồng,10.708105085,106.73820877499998,166.0,6.5,7.5,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0, Quận 7, Phường Phú Mỹ, Huỳnh Tấn Phát,2.25
22493507,189.0,120.0,5.0,5.0,Sổ hồng,10.87990284,106.637233735,1335.0,4.2,28.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0, Quận 12, Phường Hiệp Thành, Nguyễn Ảnh Thủ,12.4
22527792,72.0,47.0,2.0,1.0,Sổ đỏ,10.90228033,106.64393997000002,23.0,4.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0, Huyện Hóc Môn, Xã Đông Thạnh, Đông Thạnh,2.55
22401549,50.0,50.0,2.0,2.0,Sổ hồng,10.829872605,106.69274139000004,166.0,5.0,10.0,2.0,12.0,7.0,10.0,5.0,4.0,0.0,2.0,3.0,4.0, Quận Gò Vấp, Phường 5, Dương Quảng Hàm,2.6
22500436,76.0,76.0,2.0,2.0,Sổ hồng,10.77394247,106.68294143499998,2400.0,4.0,19.0,8.0,18.0,73.0,111.0,24.0,33.0,0.0,5.0,4.0,7.0, Quận 3, Phường 4, Cao Thắng,30.0
22447908,111.0,111.0,5.0,5.0,Sổ hồng,10.7318388,106.70282500000008,2370.0,6.0,18.5,1.0,7.0,14.0,43.0,13.0,7.0,0.0,0.0,2.0,1.0, Quận 7, Phường Tân Phong, Lê Văn Thiêm,23.0
21214724,103.0,103.0,3.0,2.0,Sổ hồng,10.84850788,106.82007598999996,2190.0,4.52,25.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0, Quận 9 (TP. Thủ Đức), Phường Long Thạnh Mỹ, Nguyễn Văn Tăng,10.5
22509512,51.0,51.0,2.0,2.0,Sổ hồng,10.85508108,106.6179275500001,1335.0,4.0,13.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,9.0, Quận 12, Phường Trung Mỹ Tây, Trung Mỹ Tây 13,3.35
22529587,80.0,44.0,2.0,2.0,Sổ đỏ,10.87542486,106.65620041,23.0,4.0,13.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0, Quận 12, Phường Thới An, Võ Thị Phải,3.6
22405209,60.0,60.0,4.0,6.0,Sổ hồng,10.798775675,106.63114928999994,166.0,5.0,11.0,0.0,19.0,6.0,6.0,6.0,3.0,0.0,2.0,0.0,5.0, Quận Tân Phú, Phường Tân Sơn Nhì, Tân Sơn Nhì,3.15
22500453,90.0,90.0,5.0,5.0,Sổ hồng,10.780748365,106.691661835,2400.0,45.0,20.0,8.0,27.0,123.0,179.0,54.0,45.0,0.0,1.0,3.0,7.0, Quận 3, Phường 6 (Phường Võ Thị Sáu), Hai Bà Trưng,39.0
22451882,111.0,111.0,9.0,9.0,Sổ hồng,10.7318388,106.70282500000008,2370.0,6.0,18.5,1.0,7.0,14.0,43.0,13.0,7.0,0.0,0.0,2.0,1.0, Quận 7, Phường Tân Phong, Nguyễn Lương Bằng,25.0
22402414,64.0,5.0,4.0,5.0,Sổ hồng,10.81246805,106.70149612,166.0,4.0,18.0,1.0,7.0,14.0,9.0,5.0,4.0,0.0,2.0,5.0,9.0, Quận Bình Thạnh, Phường 12, Bùi Đình Túy,2.2
21411334,109.0,109.0,3.0,2.0,Sổ hồng,10.84790087,106.781555175,2190.0,6.1,20.0,3.0,10.0,3.0,7.0,8.0,8.0,0.0,1.0,2.0,4.0, Quận 9 (TP. Thủ Đức), Phường Hiệp Phú, Tân Lập I,13.6
22506728,80.0,46.0,2.0,2.0,Sổ hồng,10.86401987,106.62622452000004,1335.0,6.0,8.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0, Quận 12, Phường Tân Chánh Hiệp, Huỳnh Thị Hai,3.2
22536271,160.0,50.0,3.0,3.0,Sổ đỏ,10.862014769999998,106.640930175,23.0,4.2,13.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, Quận 12, Phường Tân Thới Hiệp, Tân Thới Hiệp,4.3
22460931,111.0,111.0,5.0,5.0,Sổ hồng,10.7318388,106.70282500000008,2370.0,6.0,18.5,1.0,7.0,14.0,43.0,13.0,7.0,0.0,0.0,2.0,1.0, Quận 7, Phường Tân Phong, Lê Văn Thiêm,23.5
22525754,80.0,80.0,3.0,3.0,Sổ hồng,10.83071136,106.61560821500008,760.0,4.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, Quận 12, Phường Tân Thới Nhất, Tân Thới Nhất 11,6.39
22515666,134.0,134.0,7.0,7.0,Sổ hồng,10.81776905,106.77964401500004,2190.0,5.0,27.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0, Quận 9 (TP. Thủ Đức), Phường Phước Long B, 339,6.5
22539643,90.0,60.0,2.0,2.0,Hợp đồng mua bán,10.862014769999998,106.640930175,23.0,4.0,15.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, Quận 12, Phường Tân Thới Hiệp, Trương Thị Hoa,1.85
22419068,70.0,70.0,3.0,4.0,Sổ hồng,10.80700922,106.69161224000004,166.0,5.0,14.0,5.0,13.0,15.0,9.0,11.0,12.0,0.0,4.0,4.0,11.0, Quận Bình Thạnh, Phường 7, Hoàng Hoa Thám,2.95
22512107,108.0,108.0,3.0,3.0,Sổ hồng,10.827997518904857,106.63719884765624,2400.0,6.0,18.0,0.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0, Quận 1, Phường Nguyễn Cư Trinh, Trần Hưng Đạo,32.0
21423632,70.0,70.0,3.0,3.0,Sổ hồng,10.839486125,106.79618454,2190.0,5.0,14.0,1.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0, Quận 9 (TP. Thủ Đức), Phường Tăng Nhơn Phú A, Đường số 160,4.95
22502595,84.0,109.0,3.0,1.0,Sổ hồng,10.87542486,106.65620041,1335.0,5.1,22.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0, Quận 12, Phường Thới An, Lê Văn Khương,4.5
22425386,60.0,60.0,3.0,3.0,Sổ hồng,10.80611706,106.71934127999998,166.0,4.0,15.0,0.0,6.0,12.0,12.0,8.0,9.0,0.0,1.0,0.0,3.0, Quận Bình Thạnh, Phường 25, Ung Văn Khiêm,2.25
22512147,325.0,325.0,3.0,3.0,Sổ hồng,10.7693846,106.70061379999991,2400.0,11.0,32.0,5.0,18.0,210.0,318.0,55.0,91.0,0.0,8.0,16.0,4.0, Quận 1, Phường Nguyễn Thái Bình, Nam Kỳ Khởi Nghĩa,250.0
22503543,39.0,39.0,3.0,3.0,Sổ hồng,10.74365902,106.72314834500004,134.0,3.0,13.0,2.0,8.0,7.0,1.0,4.0,1.0,0.0,2.0,4.0,7.0, Quận 7, Phường Bình Thuận, Nguyễn Thị Thập,5.0
22523643,101.0,101.0,3.0,2.0,Sổ hồng,10.8649555006495,106.62633453906028,760.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, Quận 12, Phường Tân Chánh Hiệp, Nguyễn Thị Búp,4.89
22498288,260.0,260.0,4.0,4.0,Sổ hồng,10.7290215,106.70426109999994,605.0,16.0,19.0,1.0,7.0,16.0,46.0,9.0,3.0,0.0,0.0,2.0,0.0, Quận 7, Phường Tân Phong, Nguyễn Văn Linh,83.0
21582769,163.0,163.0,3.0,3.0,Sổ hồng,10.859988215,106.800296785,2190.0,7.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, Quận 9 (TP. Thủ Đức), Phường Tân Phú, Hoàng Hữu Nam,18.5
22491180,124.0,60.0,3.0,3.0,Sổ đỏ,10.87990284,106.637233735,1335.0,5.0,12.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0, Quận 12, Phường Hiệp Thành, Lê Văn Khương,3.65
22512558,86.0,86.0,4.0,5.0,Sổ hồng,10.751895425,106.64606857,166.0,5.0,17.0,1.0,28.0,3.0,8.0,5.0,20.0,0.0,7.0,2.0,15.0, Quận 6, Phường 6, Lê Quang Sung,3.69
22006447,146.0,150.0,4.0,5.0,Sổ hồng,10.878483295,106.67149734500003,2155.0,5.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0, Quận 12, Phường Thạnh Xuân, Thạnh Xuân 25,12.4
22512159,150.0,150.0,4.0,4.0,Sổ hồng,10.7811203,106.70469284499995,2400.0,10.0,15.0,2.0,9.0,163.0,217.0,38.0,44.0,0.0,1.0,4.0,4.0, Quận 1, Phường Bến Nghé, Lê Thánh Tôn,100.0
22474798,111.0,111.0,5.0,6.0,Sổ hồng,10.733246826610836,106.70927135447846,2370.0,6.0,18.5,4.0,9.0,15.0,48.0,14.0,8.0,0.0,0.0,1.0,2.0, Quận 7, Phường Tân Phong, Bùi Bằng Đoàn,24.0
22441526,108.0,108.0,3.0,4.0,Sổ hồng,10.734683035,106.64796829,166.0,5.0,21.6,0.0,6.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,8.0, Quận 8, Phường 6, Bùi Minh Trực,3.2
22503536,35.0,35.0,3.0,3.0,Sổ hồng,10.78108883,106.67679214500004,134.0,5.4,7.42,7.0,15.0,46.0,47.0,11.0,19.0,0.0,3.0,9.0,7.0, Quận 3, Phường 10, Cách Mạng Tháng 8,7.5
22523557,117.0,117.0,6.0,4.0,Sổ hồng,10.85508108,106.6179275500001,760.0,4.1,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, Quận 12, Phường Trung Mỹ Tây, Nguyễn Ảnh Thủ,6.1
22528566,159.0,159.0,1.0,1.0,Sổ hồng,10.793345925,106.822265625,2190.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, Quận 9 (TP. Thủ Đức), Phường Long Trường, Võ Văn Hát,7.6
22507775,90.0,75.0,2.0,2.0,Sổ hồng,10.837218765,106.6216621399999,1335.0,3.6,20.0,2.0,6.0,3.0,2.0,2.0,5.0,0.0,2.0,0.0,1.0, Quận 12, Phường Tân Hưng Thuận, Trường Chinh,4.8
22513396,108.0,108.0,3.0,3.0,Sổ hồng,10.7616235,106.69324329999996,2400.0,9.0,15.0,2.0,23.0,114.0,198.0,33.0,37.0,0.0,7.0,14.0,2.0, Quận 1, Phường Cô Giang, Đề Thám,41.0
22474800,111.0,111.0,5.0,5.0,Sổ hồng,10.733246826610836,106.70927135447846,2370.0,6.0,18.5,4.0,9.0,15.0,48.0,14.0,8.0,0.0,0.0,1.0,2.0, Quận 7, Phường Tân Phong, Bùi Bằng Đoàn,26.0
22422736,80.0,80.0,5.0,5.0,Sổ hồng,10.827872275,106.70423507500004,166.0,5.0,16.0,0.0,3.0,9.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0, Quận Bình Thạnh, Phường 13, Nơ Trang Long,2.65
22506860,56.0,56.0,5.0,5.0,Sổ hồng,10.74365902,106.72314834500004,134.0,7.0,8.0,2.0,8.0,7.0,1.0,4.0,1.0,0.0,2.0,4.0,7.0, Quận 7, Phường Bình Thuận, Lý Phục Man,8.5
22513589,182.0,182.0,4.0,3.0,Sổ hồng,10.866274684658388,106.60878991358355,760.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, Huyện Hóc Môn, Xã Trung Chánh, Quang Trung,11.0
22523802,227.0,227.0,20.0,20.0,Sổ hồng,10.85523081,106.76452255000004,2190.0,11.0,20.0,1.0,16.0,17.0,8.0,17.0,9.0,0.0,1.0,7.0,3.0, Quận Thủ Đức (TP. Thủ Đức), Phường Linh Chiểu, Hoàng Diệu 2,14.5
22490960,112.0,100.0,5.0,5.0,Sổ đỏ,10.862014769999998,106.640930175,1335.0,5.0,20.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0, Quận 12, Phường Tân Thới Hiệp, Tân Thới Hiệp 21,4.8
22398908,60.0,60.0,2.0,2.0,Sổ hồng,10.845728395,106.64403915499996,166.0,4.0,18.0,0.0,12.0,6.0,2.0,3.0,0.0,0.0,2.0,8.0,1.0, Quận Gò Vấp, Phường 14, Dương Quảng Hàm,1.95
22334597,72.0,72.0,4.0,6.0,Sổ hồng,10.84134674,106.6763496399999,2155.0,4.0,18.0,1.0,6.0,3.0,3.0,6.0,6.0,0.0,1.0,23.0,5.0, Quận Gò Vấp, Phường 17, Đường số 5,10.5
