price(billionVND),id
1.745,22529147
55.0,22487912
5.3,22516913
1.9,22303113
4.5,22473959
4.25,22502294
4.5,22497028
6.3,22448696
8.6,22477943
3.38,22520117
10.5,22485057
2.3,22400353
12.5,22392158
12.0,22504608
18.8,21954371
5.19,22443484
3.3,22528583
4.39,22512344
4.3,22344485
3.1,22406411
48.0,22492198
95.0,22174651
19.0,22181996
2.15,22396833
26.95,22523600
4.3,22346529
1.65,22492304
2.0,22529984
1.3,22524774
14.9,22463087
185.0,22487863
1.425,22529137
5.0,22494878
3.0,22473997
10.9,22511779
14.0,22396817
6.2,22492862
6.7,22448688
4.45,22476739
2.18,22520114
5.8,22479190
3.3,22396159
1.55,22400173
5.8,22504538
70.0,22377172
7.3,21956739
4.999,22037274
11.8,22512340
2.65,22406455
11.0,22345097
15.0,22512165
27.5,22526272
25.0,22492143
21.9,22125109
40.95,22523466
16.5,22270584
3.15,22491162
1.457,22529955
1.548,22524741
10.0,22462884
229.0,22487856
1.315,22529127
4.7,22491359
2.25,22279150
5.5,22481389
6.2,22512548
33.0,22485558
6.6,22447149
6.7,22471420
11.5,22478682
3.29,22395427
11.0,22502822
49.0,22344344
14.9,21968626
3.2,22443489
10.5,22512337
3.99,22529742
22.0,22345524
2.8,22404522
10.5,22526270
12.5,22503797
37.0,22492045
13.99,22091739
3.3,22396774
27.95,22523123
29.0,22269511
3.45,22491156
1.8,22529953
1.485,22524691
13.9,22458786
33.0,22487837
1.685,22529119
5.0,22491012
5.5,22482029
6.5,22446085
5.7,22470547
2.76,22520105
15.0,22419629
3.5,22395382
25.0,22339440
4.5,22502795
6.1,21931363
6.66,22050749
4.2,22529757
3.5,22347022
3.7,22404303
235.0,22466131
23.5,22491986
16.5,22075746
10.5,22521592
19.0,22268377
1.5,22491150
1.105,22524609
6.6,22450770
1.835,22529112
33.0,22487792
4.0,22484019
4.2,22387240
6.1,22481975
6.0,22452358
5.9,22446079
2.98,22520101
52.0,22462476
1.95,22396773
15.5,22331809
6.5,22519774
3.6,22365972
3.0,22529745
4.49,22512333
6.0,22347357
2.65,22400213
15.5,22500623
24.0,22489950
10.0,22059832
8.5,22521928
33.0,22250252
3.88,22491147
1.823,22529944
1.627,22524645
2.55,22355632
13.5,22427232
0.945,22528984
33.0,22487772
4.7,22482642
3.8,22476373
65.0,21703126
5.34,22415387
13.0,22474171
5.7,22445493
35.0,22424522
2.59,22520096
4.35,22415843
3.3,22393013
3.15,22396752
16.5,22322353
4.8,22519760
8.2,21754986
4.2,22393804
4.2,22529760
6.79,22512329
13.0,22350979
3.8,22399168
35.0,22487406
110.0,22466124
9.9,22525512
4.4,22522787
14.5,22194513
1.415,22529934
1.235,22524641
16.9,22426888
14.5,22487242
1.425,22528973
3.95,22481113
3.9,22476392
4.15,22429469
9.0,22474161
12.0,22408796
6.5,22445473
3.07,22519794
10.5,22400327
3.3,22392541
3.1,22392940
14.0,22514745
85.0,22305884
20.0,21422237
2.69,22408114
4.6,22530445
2.58,22395902
9.8,22356164
62.0,22485694
8.5,22459032
12.8,22019083
4.9,22529775
14.2,22528483
15.8,22191036
2.95,22488429
1.557,22524624
14.7,22400303
0.172,22487156
1.72,22528967
4.3,22478073
4.3,22477411
5.15,22441355
4.8,22471244
5.5,22445457
5.87,22394106
2.97,22519686
4.95,22337616
2.9,22392474
2.1,22395396
10.9,22505608
8.1,22305763
5.1,22440706
4.99,22531746
6.79,22512324
3.0,22360907
2.3,22394079
11.8,22526011
34.0,22484736
11.0,22456538
18.8,22002890
0.09,22266984
13.5,22534482
4.35,22524041
17.5,22191034
3.37,22487493
1.89,22524597
7.1,22394824
1.655,22528957
14.5,22486945
4.49,22476035
6.6,22459115
6.8,22471094
8.8,22445442
3.9,22391271
3.72,22522692
65.0,22201365
2.16,22395243
48.0,21993431
13.0,22514734
4.79,22512373
5.88,22531816
6.0,22364908
25.0,22456092
19.8,22522240
120.0,22496862
23.0,22002876
2.39,22515315
8.2,22528490
4.5,22531703
10.299,22189372
2.98,22487489
1.672,22529881
1.48,22525324
10.8,22392422
14.5,22490485
4.4,22475725
118.0,21397026
4.1,22480159
28.0,22498173
7.1,22471064
5.8,22436337
13.0,22380502
3.45,22522684
3.8,22183017
14.0,21981683
8.7,22509235
5.59,22512769
5.8,22535385
2.4,22392363
3.0,22365799
27.0,22456087
100.0,22520736
2.35,22441771
3.6,22532523
10.3,22189371
33.0,22349954
4.0,22475692
4.5,22480655
4.7,22470380
7.8,22454848
7.0,22379979
2.75,22522227
22.0,21899897
3.56,22409730
2.288,22523992
11.0,22505591
32.0,21971018
3.99,22488781
7.0,22528168
5.89,22512790
32.5,22535321
4.7,22387908
47.0,22501468
12.9,22451804
13.99,22440566
2.55,22455807
3.5,22535197
9.9,22174853
20.0,22504496
2.18,22532990
7.0,22347557
1.765,22528499
41.0,22492642
5.8,22531508
3.5,22474531
4.35,22483016
15.0,22369312
8.8,22454851
3.125,22522253
10.8,21987003
3.15,22407639
8.3,22505584
17.5,21966542
8.9,22488786
11.0,22513589
3.1,22528174
8.0,22476832
40.0,22535320
37.0,22501414
14.999,22451789
2.35,22446027
3.99,22498527
26.0,22501802
87.0,22107708
6.5,22504165
1.735,22532994
1.748,22526606
6.4,22317892
4.0,22474362
15.5,22495233
10.9,22468367
9.5,22461778
4.2,22363615
6.8,22479192
3.2,22408141
2.6,22418585
5.1,22504714
80.0,21962212
2.3,22490408
8.5,22528317
6.1,22523557
2.95,22422048
5.1,22504023
36.0,22535310
12.0,22451787
170.0,22499509
5.9,22472358
35.0,22500705
33.0,22105744
1.4,22504157
1.82,22532534
13.0,22417686
20.0,22504495
4.0,22472127
2.9,22479762
3.76,22499097
9.5,22461854
4.3,22283996
2.43,22522149
6.8,22481214
3.45,22407248
3.1,22418476
17.0,21920680
4.7,22504640
5.5,22528339
4.89,22523643
2.9,22421982
3.3,22506684
30.5,22535306
10.5,20948384
12.0,22451774
42.0,22499497
3.2,22441526
5.2,22490611
23.5,22500697
7.2,22104571
5.6,22499655
1.58,22532535
1.7,22529788
30.0,21919547
9.7,22538411
150.0,22532747
8.4,22471521
7.9,22500266
4.1,22468231
9.5,22461857
4.95,22227952
3.19,22521819
9.6,22485063
3.7,22407214
2.95,22418356
8.6,22502528
12.5,22467205
2.6,22498650
5.3,22528342
2.3,22421913
5.1,22512218
31.0,22535302
13.9,22451766
23.5,22499479
4.45,22528673
4.35,22538663
25.0,22500447
7.2,22104556
1.58,22499648
1.95,22532538
6.4,22538337
140.0,22532778
18.3,22470978
68.0,21302675
12.5,22538528
4.8,22467962
1.385,22524772
13.0,22511222
2.88,22521739
12.5,22492583
2.3,22407190
2.35,22400265
14.0,22466479
13.5,22502554
6.1,22506650
6.39,22525754
4.0,22528355
31.0,22535299
2.55,22419648
16.0,22451752
33.5,22498892
0.115,22496220
4.2,22510020
24.0,22499153
19.0,22082676
0.75,22499640
1.796,22526625
32.0,22533154
4.3,22470911
70.0,21302416
13.9,22538534
5.4,22467948
14.0,22523575
9.5,22479140
2.95,22521710
7.9,22492586
2.35,22407163
2.1,22399988
10.7,22464319
19.5,22442079
3.69,22506698
5.0,22528360
2.8,22419613
35.0,22535295
5.5,22447675
22.5,22444085
30.0,22497178
3.45,22506510
41.0,22499084
47.9,22235740
5.85,22499616
1.75,22529758
91.0,22533168
4.0,22535496
6.75,22538589
6.5,22466127
6.0,22482065
9.6,22450633
15.5,22492595
8.4,22407075
15.0,22442076
20.5,22456230
10.5,22507964
6.99,22528366
38.0,22535289
23.0,22443815
33.0,22495451
11.3,22270498
4.99,22506408
2.2,22402414
23.0,22497931
180.0,22244783
3.75,22498612
1.68,22529768
1.987,22526629
13.5,22533234
6.0,22527571
12.99,22538525
11.5,22524989
9.85,22456209
3.15,22520661
7.3,22497449
2.85,22407082
9.6,22502325
16.5,22444489
5.7,22513111
10.85,22188965
100.0,22532991
3.2,22415611
47.0,22495412
19.0,22440657
17.5,22371010
6.2,22502301
26.0,22497899
9.8,22248400
5.95,22498602
1.89,22529773
120.0,22533286
4.5,22527391
4.8,22464520
1.52,22524821
4.3,21944329
9.3,22456211
3.59,22520308
3.45,22405012
2.75,22396186
13.5,22432792
10.6,22518194
6.3,22503079
70.0,22532989
3.5,22358110
16.0,22440610
27.0,22495390
3.25,22523497
15.5,22280634
2.25,22399118
20.0,22491991
6.0,22389676
4.49,22537756
6.3,22495553
1.9,22529778
69.0,22533314
6.7,22525859
2.99,22422396
9.6,22456637
6.0,22162835
3.59,22520289
6.8,22426580
6.25,22403816
2.95,22395376
39.5,22338649
1.79,22525836
16.0,22335425
100.0,22532986
3.35,22405261
27.0,22493303
58.0,22187616
5.5,22348636
4.5,22522635
9.1,22345659
2.15,22396164
70.0,22496134
6.0,22399240
4.69,22526234
6.4,22534688
220.0,22536562
4.7,22499680
45.0,22386413
17.0,22501455
2.29,22524842
5.8,22209321
8.5,22462936
2.35,22520249
9.9,22430588
2.85,22402920
3.1,22395292
15.0,22330697
2.95,22525901
12.6,21846314
88.0,22532984
2.25,22400608
28.0,22344382
6.8,22530767
38.0,22491970
4.35,22521352
2.38,22396081
25.5,22495830
8.5,22399340
3.8,22517144
4.65,22512538
1.682,22530025
1.672,22526636
13.5,22533224
5.0,22498364
2.015,22524855
12.5,22463664
3.42,22520175
3.8,22397385
16.5,22297977
2.2,22400058
60.0,22532982
68.0,22489383
6.2,22530759
4.35,22520088
2.55,22396032
39.0,22495817
5.45,22524520
3.79,22509484
3.4,22494528
7.8,22503431
1.35,22530038
1.415,22526640
0.75,22526190
120.0,22533307
5.5,22496544
59.5,22376618
5.6,22499139
1.84,22524868
8.5,22338235
17.5,22465809
2.78,22520173
11.9,22459348
10.75,22399089
0.0095,21848752
10.0,22020605
2.45,22400045
60.0,22532978
70.0,22489349
7.8,22514662
3.7,22519290
33.0,22495824
3.5,22527858
3.65,22509636
5.9,22502904
1.75,22526642
0.85,22526145
70.0,22535472
5.7,22209093
4.5,22494286
6.2,22492854
2.145,22524876
14.0,22467130
7.2,22378756
2.29,22520172
15.0,22476672
2.9,22396767
14.5,21832624
17.5,21608939
3.3,22398232
79.0,22532973
12.0,22512156
4.2,22049881
70.0,22488403
4.65,22511663
33.9,22455331
140.0,22495402
6.89,22532226
5.79,22507423
2.6,22489465
4.4,22502891
0.62,22526017
7.99,22533849
250.0,22535497
5.0,22531340
5.5,22491047
13.0,22486074
2.65,22524903
8.5,22467617
8.35,22455505
1.98,22520161
16.5,22476673
15.3,21828362
2.3,22397565
90.0,22532969
23.0,22456076
25.0,22487415
12.5,21924467
15.0,22037405
13.9,22500049
32.0,22493498
7.8,22196024
4.49,22525677
3.979,22502153
1.475,22526648
0.9,22515354
4.589,22531310
220.0,22535515
13.0,22487716
2.2,22274356
1.48,22524915
7.2,22464564
7.8,22468801
2.72,22520153
18.5,22484808
3.95,22396425
2.65,22393206
11.6,21826524
4.85,21435948
60.0,22532966
3.9,22397410
19.0,22456073
49.0,22486349
26.0,22034817
13.2,22308084
21.5,22488884
3.5,22498643
105.0,22495388
6.5,22201381
4.49,22507065
1.6,22488483
4.65,22502076
2.054,22526650
1.5,22515347
6.8,22527369
250.0,22538023
5.0,22481859
2.6,22274326
4.7,22477298
2.49,22524929
3.2,22469559
7.8,22468827
2.52,22519324
10.5,22485060
3.9,22395298
3.1,22393085
25.0,21818552
8.5,22506908
43.0,21552601
5.5,22528282
2.5,22396782
50.0,22532252
6.8,22475587
39.0,22485675
18.0,22445452
3.5,22497346
90.0,22493493
6.4,22206811
3.05,22486491
4.7,22502057
1.8,22526653
5.28,22514101
185.0,22538008
3.7,22478966
2.25,22274318
41.0,22491936
11.2,22470744
3.79,22528734
15.0,22528889
13.8,22506900
9.4,21804640
6.95,22512091
5.0,22528229
2.3,22396450
45.0,22532246
26.0,22445444
37.0,22502079
3.6,22473015
2.35,22410238
23.0,22487766
26.0,22208768
3.68,22486482
4.7,22500127
3.55,22277824
6.99,22512397
110.0,22538000
5.9,22476701
11.0,22477293
9.0,22533448
20.4,22475689
9.9,22527345
1.75,22417629
80.0,21802870
13.8,22506893
4.95,22520940
2.65,22509016
2.9,22396387
30.0,22535355
30.0,22445435
18.0,21841389
59.0,22514821
4.25,22471650
2.0,22418310
20.0,22487086
13.9,22210001
3.75,22520195
3.0,22486447
4.8,22500148
3.55,22277841
4.55,22509344
3.9,22476682
2.45,22274009
5.8,22475008
11.0,22533897
9.8,22478047
3.95,22526300
8.9,22523996
16.5,22536905
3.35,22415576
3.1,22403800
19.8,22506890
8.5,21799165
8.65,22509009
2.9,22396341
30.0,22535349
14.0,22445415
29.8,22491017
9.5,22513141
9.7,22458368
55.0,22486223
33.0,22227409
4.9,22520818
6.5,22525195
3.88,22500116
1.593,22530367
6.15,22504746
3.0,22476066
4.8,22474626
75.0,22478049
2.97,22524681
12.0,22534427
8.8,22501111
2.45,22415586
2.15,22404143
84.0,21781283
11.5,22506876
7.85,22456907
32.5,22535343
2.4,22396105
15.5,22445406
12.5,22520738
11.5,22496963
20.4,22450973
2.38,22444531
18.0,22486321
13.9,22227775
4.4,22525196
4.65,22496468
3.65,22500110
4.5,22278128
7.9,22510988
7.49,22500865
4.59,22474996
3.5,22466022
10.0,22478190
2.27,22524524
10.5,22498231
10.5,22512572
17.0,22534368
2.15,22415569
2.5,22410243
23.0,21762416
24.5,22442074
9.7,22382208
16.0,22441300
36.0,22535337
4.25,22422939
30.0,22503955
28.0,22521606
12.8,21096051
25.0,22444163
4.5,22447949
2.55,22445016
45.0,22486211
13.9,22227781
6.2,22516563
8.8,22527434
3.2,22497144
6.1,22499795
1.76,22530422
6.39,22493257
3.0,22473652
2.75,22536897
6.8,22465996
6.8,22478764
2.39,22524087
2.7,22498204
31.0,22534360
2.25,22415313
2.45,22418299
15.9,21732530
1.58,22536176
12.5,22456707
12.3,22388067
3.2,22421949
39.0,22535333
7.5,22537255
13.0,22444159
147.0,22504888
12.0,20704461
4.15,22437572
2.75,22455713
57.0,22486202
19.5,22228015
4.05,22524668
4.7,22527440
3.5,22497153
6.75,22499708
1.58,22530437
1.95,22535910
3.5,22473518
2.68,22538128
2.85,22537020
9.5,22525125
3.02,22524140
48.0,22534351
3.78,22415296
2.55,22418304
14.8,22467968
1.54,22536234
13.3,22326292
6.7,22382308
39.0,22535330
3.4,22421639
10.6,22498125
27.5,22505979
28.0,22444155
27.0,22482249
23.9,22230958
5.65,22533232
3.6,22530981
8.0,22491206
3.35,22278240
1.9,22535906
10.5,22481048
18.789,22508448
3.8,22453039
2.68,22533892
3.25,22536657
7.5,22464576
5.9,22532113
3.64,22524057
27.0,22534345
3.15,22412584
3.25,22391549
55.0,21713049
1.32,22536112
9.5,22298738
11.9,22273030
58.0,22531992
2.9,22416370
36.0,22443833
35.0,22507376
65.0,22507927
28.0,22496243
4.9,22433964
3.5,22412467
12.2,22481943
41.0,22232138
3.1,22538266
8.0,22530984
1.8,22498593
4.8,22489388
30.0,22532190
1.8,22535918
6.79,22481866
6.5,22505856
3.5,22452982
2.68,22532601
2.8,22535402
6.5,22463504
6.5,22538347
3.65,22524026
22.0,22534336
2.75,22412037
2.5,22391251
14.0,21996314
1.25,22536252
7.3,22161780
60.0,22531985
2.15,22396000
46.0,22505236
4.0,22496141
26.0,22508602
25.0,22444145
6.4,22428174
2.95,22413783
11.6,22513023
38.0,22480457
48.0,22235697
9.4,22533483
11.9,22528326
4.8,22488477
1.95,22535925
5.5,22478317
6.0,22537931
3.15,22535399
3.89,22461747
3.38,22523636
27.0,22534334
6.56,22412016
3.9,22392315
67.0,22011942
2.33,22536102
12.5,22170884
2.6,22395983
33.0,22530628
14.0,22503710
31.0,22508614
18.0,22443846
4.5,22368401
3.35,22415616
10.6,22507796
25.0,22480450
12.0,22533493
1.95,22528336
3.39,22488066
108.0,22529299
2.1,22535934
6.8,22477609
3.999,22503410
4.3,22536026
2.68,22522682
17.0,22390601
2.8,22535380
6.2,22461509
2.89,22521049
30.0,22534329
2.65,22410221
30.0,22262756
1.62,22536160
23.5,22183153
38.0,22530619
1.9,22395917
12.5,22440451
29.0,22511209
11.9,22314746
13.0,21922511
10.2,22507785
11.5,22449402
12.0,22535335
2.05,22528348
3.7,22520484
2.75,22293234
1.8,22535946
5.59,22476940
8.89,22504510
4.8,22521493
2.85,22516750
1.98,22500681
2.35,22536551
3.0,22461188
3.25,22520286
16.5,22537576
7.55,22403729
10.5,22320171
2.33,22536076
15.0,22121725
40.0,22530614
2.9,22395884
24.0,22195833
81.0,22471137
38.0,22517341
17.5,22500181
5.6,22477625
16.0,21912244
23.0,22520808
6.08,22503097
44.0,22448368
11.0,22535356
2.45,22528359
4.35,22497402
100.0,22528943
2.75,22293933
1.95,22535955
8.9,22502991
4.2,22521295
3.55,22516780
2.68,22500206
2.95,22535338
4.55,22502405
3.19,22520276
5.0,22526749
2.75,22396086
8.7,22334051
1.53,22536144
16.2,22160017
37.9,22530607
2.9,22394120
8.3,22500138
112.0,22187753
26.0,22518619
14.0,22486429
11.5,22521897
11.9,21794389
2.35,22422058
3.1,22498616
34.5,22517174
4.8,22496028
1.85,22535960
16.99,22474265
6.0,22520592
2.68,22495545
2.85,22534910
3.49,22503565
3.29,22520272
31.0,22489642
3.43,22395340
1.9,22404473
70.0,22354780
8.7,22537068
1.63,22536133
1.3,21996418
39.0,22530602
2.6,22394094
25.0,22491964
30.0,22519337
4.5,22523203
2.45,22486439
11.0,22521591
2.3,22425354
10.6,22498583
48.0,22517142
6.15,22493689
1.9,22535969
12.5,22456943
4.6,22520079
2.65,22492865
5.95,22511123
2.73,22520268
14.5,22489640
2.2,22404962
7.6,22433287
1.45,22536153
5.9,22045602
38.0,22530598
39.0,22485131
70.0,22525191
10.3,22512100
14.5,22344402
2.75,22490184
14.8,22497206
29.0,22517132
4.5,22538520
6.0,22492705
130.0,22522189
2.1,22535976
5.39,22453468
4.1,22519022
2.5,22492855
18.0,22477648
2.99,22520264
38.0,22461166
9.89,22499783
10.9,22494064
1.31,22536249
13.9,22099713
37.0,22530593
3.9,22490915
38.0,22526915
2.85,22490206
9.5,21716085
2.4,22444610
6.3,22497194
40.0,22506744
10.8,22538527
0.61,22496454
1.1,22489457
6.0,22492254
2.1,22536085
4.75,22368706
5.5,22517413
2.25,22278290
2.68,22486104
2.35,22531852
14.0,22499158
3.05,22520260
65.0,22455227
3.5,22393165
2.1,22405722
7.2,22522422
37.9,22492545
1.76,22536226
39.0,22530588
2.5,22393092
17.0,22461737
29.0,22532131
39.0,22480282
3.9,22490379
2.5,22450979
11.2,22497185
30.0,22506741
7.8,22528643
4.8,22490647
1.68,22536095
6.5,22496957
4.0,22502718
2.85,22520148
43.0,22455218
8.7,22391459
2.1,22408008
35.0,22500953
18.9,22492580
1.33,22536242
40.0,22530583
2.5,22393063
11.7,22437686
18.0,22459686
13.5,21962754
22.8,22534539
4.4,22491368
15.5,21703611
2.75,22459656
5.2,22495263
31.0,22499098
7.8,22528633
6.9,22489840
1.8,22536108
5.5,22512771
7.2,22500580
3.72,22520127
73.0,22455201
2.3,22391219
3.1,22413326
6.8,22522489
15.0,22499366
1.31,22536184
40.0,22530575
3.5,22392481
26.5,22408211
15.0,22459462
27.5,22534554
2.45,22491905
11.5,22525549
7.2,21695447
3.75,22486384
15.5,22488530
28.0,22499108
2.85,22528635
3.6,22489558
28.0,22516628
1.95,22536117
5.0,22488526
2.68,22483666
2.1,22531379
4.4,22502727
3.56,22520123
17.5,22443483
3.8,22391202
2.35,22415914
14.0,22525278
10.2,22498229
1.56,22536198
40.0,22530571
37.0,21810611
8.5,22458873
107.0,22538456
5.98,22491951
11.5,22526811
3.2,22534908
20.0,22495847
16.8,22487811
76.0,22493485
4.75,22489452
2.05,22536130
4.95,22487515
59.0,21472514
2.68,22483280
20.2,22505885
3.29,22527448
66.0,22443477
2.25,22418560
2.95,22419564
18.0,22516015
14.5,22525410
13.5,22498042
1.455,22535920
34.0,22530567
34.0,22391172
15.0,22458869
39.5,22538479
4.05,22492778
9.5,22526840
25.0,22495833
56.0,22486716
22.0,22491430
9.05,22504553
3.9,22489379
1.9,22536145
4.8,22487033
2.55,22307825
2.68,22483279
16.5,22502747
3.56,22527635
66.0,22442326
3.25,22391188
2.3,22419608
13.0,22509668
32.0,22529677
17.5,22492571
1.52,22535950
44.0,22532223
27.5,21599876
7.6,22458866
15.3,22368221
3.3,22501725
75.0,22495342
7.5,22486705
28.0,22488962
4.01,22503413
4.3,22489360
1.95,22536181
4.5,22485365
2.45,22307835
2.18,22486494
3.25,22528301
5.6,22510127
2.52,22523277
35.0,22442294
11.85,22391515
3.1,22421195
5.6,22509232
11.0,22529730
7.5,22520727
2.93,22535958
13.8,22536939
48.0,22532221
3.5,21560802
19.5,22352622
9.0,22458863
3.45,22506524
37.0,22486690
30.0,22488138
3.3,22535238
6.5,22505854
4.35,22489066
1.96,22535876
3.6,22480048
2.68,22486644
16.5,22510151
2.09,22519249
46.0,22428748
2.5,22392435
23.5,22509228
47.0,22532434
2.8,22535977
13.2,22537015
58.0,22532215
17.6,22350712
13.5,21431926
13.0,22458846
5.2,22508045
8.2,22528929
19.0,22486688
23.0,22487753
6.25,22501759
3.8,22489054
1.79,22535880
4.6,22479823
100.0,21458656
2.68,22491955
2.43,22528165
7.3,22510179
2.74,22526891
26.0,22442184
3.5,22392450
23.5,22509223
8.8,22532355
8.9,22516778
40.0,22532013
3.2,22417107
53.0,22272817
15.5,21298736
9.8,22458838
26.0,22491967
22.0,22486407
22.2,22486687
4.999,22523187
28.0,22481194
7.89,22502281
6.0,22489025
1.89,22535883
4.0,22472377
85.0,21412678
4.85,22514591
1.82,22527282
38.0,22437562
3.95,22395478
5.3,22538658
6.0,22506904
8.7,22533142
55.0,22532007
2.95,22417135
6.8,21161313
20.0,22456683
25.5,22224605
3.15,22514049
26.0,22408890
28.0,22486686
12.999,22538429
10.0,22517281
24.5,22480710
18.79,22508461
5.5,22488931
4.5,22472123
2.55,22494084
3.15,22527869
7.2,22516562
90.0,22535432
18.5,22431379
3.5,22397054
14.0,22506896
11.9,22538700
12.2,22533145
3.15,22418103
60.0,22532001
16.0,22454408
15.0,22496230
10.6,22519492
14.0,22534901
19.0,22535396
42.0,22486605
23.0,22480438
6.1,22515022
9.1,22502995
6.2,22488918
3.3,22472086
35.0,21225264
2.68,22498742
6.5,22516634
3.19,22527641
40.0,22428157
3.15,22401044
4.2,22506868
13.9,22533162
40.0,22530545
2.2,22398186
28.0,22463079
14.0,22452966
4.8,22508143
15.0,22109587
15.5,22535307
21.0,22484659
8.6,22486679
11.5,22536385
6.8,22514992
40.0,22449397
15.9,22501889
5.2,22504445
18.3,22470984
41.0,21221095
6.6,22518445
2.39,22528724
32.0,22428124
3.75,22403959
8.5,22506860
22.999,22515797
2.75,22412870
11.8,22514276
16.0,22451394
3.7,22521370
9.0,22066025
27.0,22484633
28.0,22492296
11.5,22536088
6.3,22514737
20.5,22449031
4.7,22488039
5.2,22496728
4.2,22470776
3.2,22422378
2.65,22522380
3.12,22529188
1.9,22404371
7.5,22503536
17.499,22524505
2.75,22415983
12.7,22514211
31.0,22443977
4.7,22529416
10.9,21918250
15.9,22538092
17.0,22489020
25.9,22492291
9.7,22536043
4.3,22512674
26.5,22448359
3.9,22488014
4.8,22508883
3.55,22536549
2.68,22528745
7.8,22530156
134.0,22536683
4.05,22529225
33.0,22489626
2.65,22405198
5.0,22503543
18.699,22526037
2.7,22418157
12.5,22494072
16.0,22440535
3.68,22531650
36.8,22488838
12.0,22536020
4.9,22510464
35.0,22448329
4.2,22494872
75.0,22414163
42.0,22166422
4.0,22477111
2.75,22536546
3.5,22530177
3.36,22529262
65.0,22461148
3.65,22405074
13.299,22521182
2.35,22418298
12.0,22440435
6.7,22532468
14.9,21917518
11.0,22500139
13.5,22486732
10.999,22509890
18.0,22386916
5.7,21993728
3.9,22495949
150.0,22424173
17.9,22472877
5.0,22473440
2.58,22529276
2.8,22528072
6.05,22475188
68.0,22536696
3.82,22531474
64.5,22446576
2.45,22405583
12.5,22521215
2.4,22422642
7.5,22487218
66.0,22187741
42.0,21810633
0.042,21878566
23.0,22501828
12.2,22486728
12.499,22509745
70.0,22480773
6.0,22496005
11.5,22483059
230.0,22406200
45.0,22203810
6.0,22537338
2.68,22530618
2.3,22528757
1.85,22531620
43.0,22446516
3.15,22412488
17.199,22514338
2.65,22418583
65.0,21801487
11.0,22487189
22.0,22440582
8.2,21852909
37.4,22500157
16.0,22501974
53.8,22486727
9.8,22525494
22.5,22480620
6.999,22508492
11.5,21909300
3.5,22489416
18.5,22482974
32.0,22486908
5.0,22537368
75.0,21764349
2.25,22531817
24.0,22446493
7.69,22523503
3.75,22415609
15.0,22516802
2.6,22421896
14.5,22451381
12.5,21791697
34.8,22503421
22.0,22538494
23.5,22486721
9.7,22525499
3.399,22508402
36.0,22480741
4.5,22494893
18.0,22483102
6.1,22537365
4.69,22537238
2.4,22529362
65.0,22446485
8.19,22523474
3.45,22416043
6.3,22330540
15.0,22500566
3.15,22422684
25.5,21746856
23.0,22451419
16.0,21775880
19.6,22513980
55.0,22538508
3.1,22486682
5.58,22498224
22.0,22480798
26.0,22340095
5.8,22495291
27.2,22404074
8.8,22537354
6.0,22533147
3.15,22529332
3.65,22531989
7.25,22523526
26.5,22437575
2.25,22417616
10.5,22334597
10.0,22518453
2.95,22422706
22.5,22449469
17.5,21694855
88.0,22451428
15.9,21774222
7.5,22516259
30.0,22538514
55.0,22486677
5.0,22491243
25.5,22481220
10.5,22345955
4.5,22495997
140.0,22510435
8.9,22486697
45.0,22396614
8.45,22537347
6.4,22520262
26.2,22478132
29.0,22537708
2.66,22532009
7.15,22534831
7.8,22437505
2.75,22418442
10.0,22524604
2.8,22422752
9.7,22439771
17.0,22451706
8.9,21735134
8.6,22516263
28.888,22486602
98.0,22533764
67.9,22481937
9.8,22488547
28.0,22389322
10.5,22523430
5.4,22497196
6.6,22408208
6.6,22537325
4.08,22518733
130.0,21673140
15.5,22439399
2.35,22530201
1.98,22532025
12.5,22437498
6.85,22526348
3.75,22418604
15.3,22524219
2.59,22422763
36.5,21599822
12.0,22454445
33.0,22235893
11.0,21734151
7.6,22516266
14.0,22532570
36.5,22481960
6.8,22488513
5.2,22394317
6.79,22538650
13.5,22491555
3.9,22497906
5.099,22408264
10.89,22536517
5.85,22516549
35.0,21655234
2.8,22531040
3.09,22532061
43.5,22435847
7.15,22526367
9.799,22524152
2.65,22422770
12.0,22459419
0.116,21580400
12.7,22208391
12.0,22518553
222.0,22536734
7.68,22486594
13.0,22511503
7.7,22487153
22.0,22483632
6.15,22538647
13.9,22491094
4.5,22497937
5.4,22412413
8.3,22536507
6.0,22516171
3.29,22535922
32.0,22435846
7.649,22526655
7.7,22512424
12.5,22516008
5.25,22380742
15.499,22515845
2.55,22424390
13.0,22459437
18.0,22177736
28.8,21577695
8.9,21666289
10.0,22520749
15.0,22486579
43.0,22536948
27.0,22482078
4.2,22485246
12.8,22113942
6.49,22538654
3.8,22484679
5.9,22499642
3.89,22443584
57.0,22492326
11.4,22536521
5.9,22515670
25.0,21638978
47.9,22538191
11.8,22430062
5.68,22523521
15.0,22515999
12.9,22381757
21.5,22537766
3.6,22424367
59.0,22536864
30.0,22083987
13.9,22459601
7.5,22486577
11.499,22509891
4.55,22484671
26.0,22483652
6.7,22538657
3.95,22499694
120.0,22492334
12.0,22533689
5.9,22515285
82.0,21598444
10.5,22430026
7.199,22533964
8.5,22509239
11.9,22456611
59.0,22536859
2.7,22513035
30.0,21256485
22.0,22514836
23.5,22081984
8.2,22486571
52.0,22534565
48.5,22484384
6.99,22483579
15.49,22538664
7.0,22507008
7.3,22500278
65.0,22494518
5.5,22504437
6.35,22533695
4.49,22511616
110.0,22429959
9.38,22526663
